unpolisht	unpolisht	NN1		0				Z99	NULL	04:10	
Stones	stone	NN2	O2 B2-	0	01:10:01:04-11:05 01:01:07:04:03	AJ:01 AA:08:a:05	stone	O1:1	01:17:04-09:03	AQ:04	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
placed	place	VVN		0	01:12:04:05 03:13:04:13:06:03-10	AL:04:e BK:08:q:03		M2	01:12:04-04	AL:04	
in	in	II		0			Grammatical	Z5	04:03	ZC	
a	a	AT1		0			Grammatical	Z5	04:03	ZC	
circular	circular	JJ		0	02:01:08:03:03-05 01:16:04:12:07-01:02	AR:20 AP:04:s:05	circular	O4:4	01:12:03:06:03-04	AL:03:f:02	
fashion	fashion	NN1	O4:2+ X4:2	0	03:01:03:01-05 03:01:03:01-02	AY:03:a AY:03:a		B5	02:01:12:08:07:07:01	AR:42:h	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
but	but	CCB		0				Z5	04:03	ZC	
in	in	II		0			Grammatical	Z5	04:03	ZC	
such	such	DA	Z8	0	04:03	ZC		Z5	01:16:02-02	AP:02	
an	an	AT1		0			Grammatical	Z5	04:03	ZC	
irregular	irregular	JJ	O4:4 N6-	0	01:13:10:01-04 01:16:03:02:02	AM:10:b AP:03:b:02	intermittent/irregular	A6:2-	01:12:03:02-07	AL:03:b	
manner	manner	NN1	X4:2	0	03:13:03:04:05 03:13:03:04:05:10-08	BK:06:e BK:06:e:10	affectation	S1:1:1	01:15:20	AO:21	
that	that	CST		0				Z8	04:03	ZC	
its	its	APPGE		0	04:06	ZF	its	Z8	02:06:01-03:03:02	AW:01	
affirmed	affirmed	JJ		0	02:01:13:08:11:01:01-02 02:05:05:01	AR:49 AV:04:a	Resolute/determined	Z99	01:16:07:05:07:02	AP:07:e:06:b	
to	to	TO		0			Grammatical	Z5	04:03	ZC	
be	be	VBI	Z5	0	01:16:01:04 04:03	AP:01:d ZC	Grammatical	A3+	01:11:01:07	AK:01:g	
impossible	impossible	JJ	A12-	0	01:16:04:04-09:07 01:15:11:02-05	AP:04:k AO:12:b	imaginary	A7-	01:15:11:02	AO:12:b	
to	to	TO		0			Grammatical	Z5	04:03	ZC	
count	count	VVI	A11:1+	0	01:16:02:01:01-08 02:02:08	AP:02:a:01 AS:10		N2	01:16:04:06-03	AP:04:m	
their	their	APPGE		0	04:06	ZF	their	Z8	02:06:01-03:03:03	AW:01	
Number	number	NN1	N1 Q1:3	0	01:12:05:25:04:01 01:16:04:05-02	AL:05:v AP:04:l	Number	N5	01:16:04	AP:04	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
some	some	DD	Z5	0	01:16:06-03:01 01:16:02:01-10:07	AP:06 AP:02:a	some/any	N5	01:16:06-03	AP:06	
of	of	IO		0			Grammatical	Z5	04:03	ZC	
these	these	DD2		0				Z8	04:03	ZC	
Stones	stone	NN2	O2 B2-	0	01:06:10:14:02-02:01 02:05:05:02-02	AF:10:h AV:04:b	stone	O1:1	01:17:04-09:03	AQ:04	
are	be	VBR	Z5	0	01:16:01:04 04:03	AP:01:d ZC	Grammatical	A3+	01:11:01:07	AK:01:g	
30	30	MC	T1:2 T3	0			Number	N1	01:16:04	AP:04	
feet	foot	NN2	O2	0	01:12:05:08-04 01:12:05:13-03	AL:05:h AL:05:m	Foot	B1	01:02:03:08:04:03:02	AB:17:e:04:d	
high	high	JJ	N5+ A11:1+	0	01:16:06:03:01 02:04:10:10	AP:06:a:01 AU:12:a	Merry	N3:7+	01:12:05:07	AL:05:g	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
and	and	CC		0				Z5	04:03	ZC	
there	there	EX		0				Z5	04:03	ZC	
are	be	VBR	Z5	0	01:16:01:04 04:03	AP:01:d ZC	Grammatical	A3+	01:11:01:07	AK:01:g	
some	some	DD	Z5	0	01:16:06-03:01 01:16:02:01-10:07	AP:06 AP:02:a	some/any	N5	01:16:06-03	AP:06	
Stones	stone	NN2	O2 B2-	0	01:06:10:14:02-02:01 02:05:05:02-02	AF:10:h AV:04:b	stone	O1:1	01:17:04-09:03	AQ:04	
laid	lay	VVN	M1 L2	0	01:02:04-04 01:02:01:04:01	AB:18 AB:02	Confine/deliver	M2	03:12:18-04	BJ:01:p	
across	across	II		0			Grammatical	Z5	04:03	ZC	
the	the	AT		0			Grammatical	Z5	04:03	ZC	
Tops	top	NN2	N5:1- O2	0	03:11:11:28-02 03:13:01:06:03	BI:11 BK:01:e:03	Top	M6	01:12:05:07-07	AL:05:g	
of	of	IO		0			Grammatical	Z5	04:03	ZC	
others	other	NN2		0	02:01:15:05:01-04:08 01:16:06:05:01-06:01	AR:53:c AP:06:c:01		A6:1-/Z8	01:16:01:06-09	AP:01:f	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
that	that	CST		0				Z8	04:03	ZC	
all	all	DB		0	01:16:02:01-04 01:13:02-05	AP:02:a AM:02		N5:1+	01:16:07:02	AP:07:b	
the	the	AT		0			Grammatical	Z5	04:03	ZC	
strength	strength	NN1	O4:1 S7:1+	0	01:02:03:05:01 01:10:04:05	AB:17:d:01 AJ:04:e	Strength	S1:2:5+	01:02:03:05:01:01-01	AB:17:d	
of	of	IO		0			Grammatical	Z5	04:03	ZC	
Man	man	NN1		0	01:04:04:01-05	AD:03:a	Man	S2:2m	01:04:04:01	AD:03:a	
could	can	VM		0	01:15:22	AO:23		A7+	02:01:13:08:09	AR:48:c	
not	not	XX		0				Z6	04:04	ZD	
perform	perform	VVI	K4 X9:2+	0	01:11:02-05 01:11:03	AK:02 AK:03	construct	A1:1:1	03:13:03:02:06	BK:04:f	
without	without	IW		0			Grammatical	Z5	04:03	ZC	
the	the	AT		0			Grammatical	Z5	04:03	ZC	
help	help	NN1		0	01:15:12:01-06:01:01 01:15:12:01-05	AO:13 AO:13	Aid/help/assistance	S8+	01:15:12:01	AO:13	
of	of	IO		0			Grammatical	Z5	04:03	ZC	
Engines	engine	NN2	Y2@	0	03:11:11:42:03:02 03:11:11:42:03:02:01	BI:11:y:01:b BI:11:y:01:b	Engine	O2	03:03:16:01:04	BA:15:a:03	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
nor	nor	CC		0				Z6	04:04	ZD	
are	be	VBR	Z5	0	01:16:01:04 04:03	AP:01:d ZC	Grammatical	A3+	01:11:01:07	AK:01:g	
there	there	EX		0				Z5	04:03	ZC	
any	any	DD		0	01:16:06:03-01 01:16:06-03	AP:06:a AP:06	some/any	N5:1+	01:16:04:01-10	AP:04:a	
Carriages	carriage	NN2	M3fn	0	01:06:10:10-02:01 03:11:11:42:05:08-02	AF:10:e BI:11:y:02	carriage	M2	02:01:10:02:02:03	AR:29	
now	now	RT		0				Z4	01:13:08:03	AM:08:b	
in	in	II		3:2:1	01:15:14:01:01	AO:15:a:01	M	A1:5:1+	01:15:21:03-03	AO:22:b	
use	use	NN1		3:2:2	01:15:14:01:01	AO:15:a:01	M	A1:5:1+	01:15:21:03-03	AO:22:b	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
that	that	DD1		0	04:03	ZC	Pronoun	Z8	04:06	ZF	
could	can	VM		0	01:15:22	AO:23		A7+	02:01:13:08:09	AR:48:c	
carry	carry	VVI	A9+ Q4	0	01:12:05:01:01 01:12:05:09-04	AL:05:a AL:05:i	carry	M2	01:09:09:02:01-02	AI:15:a	
such	such	DA	Z8	0	04:03	ZC		Z5	01:16:02-02	AP:02	
prodigious	prodigious	JJ	N3:2+	0	02:01:14:08:01	AR:51		O4:2+	02:01:14:09:05:06	AR:52:b:01	
Bodies	body	NN2	O2 S5+	0	01:11:01:04-03 01:16:07:04:01-05	AK:01:d AP:07:d:01		B1	01:02:03	AB:17	
of	of	IO		0			Grammatical	Z5	04:03	ZC	
Stone	stone	NN1	O2 B2-	0	01:10:01:04-11:05 01:01:07:04:03	AJ:01 AA:08:a:05	stone	O1:1	01:17:04-09:03	AQ:04	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
so	so	CS21		4:2:1			Grammatical	Z5	04:03	ZC	
that	that	CS22		4:2:2			Grammatical	Z5	04:03	ZC	
how	how	RRQ	A13:3	0	04:03	ZC		Z5	02:02:03-02	AS:04	
they	they	PPHS2		0				Z8mfn	04:06	ZF	
came	come	VVD	N3:1 A2:2	0	03:13:03:05:03:05 03:09:03:02	BK:07:c:05 BG:03:b	Act	M1	02:01:12:08:07:07:01-07	AR:42:h	
there	there	RL	T1:2	0	01:12:04:02-03:02 01:11:01:07:01-05	AL:04:b AK:01:g:01	there	M6	01:12:04:02-03	AL:04:b	
no	no	AT		0				Z6	04:04	ZD	
body	body	NN1	O2 S5+c	0	01:11:01:04-03 01:16:07:04:01-05	AK:01:d AP:07:d:01		B1	01:02:03	AB:17	
can	can	VM		0	01:15:22	AO:23		A7+	02:01:13:08:09	AR:48:c	
imagine	imagine	VVI	A5:2-	0	02:01:06:03 02:01:06:03	AR:08:a AR:08:a	Imagine/visualize	X2:1	02:01:07:05	AR:12	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
for	for	CS		0				M6	04:10	ZZ	
there	there	EX		0				Z5	04:03	ZC	
is	be	VBZ	Z5	0	01:16:01:04 04:03	AP:01:d ZC	Grammatical	A3+	01:11:01:07	AK:01:g	
no	no	AT		5:2:1	01:16:06:07-06	AP:06:d	M	Z6	01:11:01:01-04	AK:01:a	
such	such	DA		5:2:2	01:16:06:07-06	AP:06:d	M	Z6	01:11:01:01-04	AK:01:a	
Stone	stone	NN1	O2 B2-	0	01:06:10:14:02-02:01 02:05:05:02-02	AF:10:h AV:04:b	stone	O1:1	01:17:04-09:03	AQ:04	
within	within	II		0			Grammatical	Z5	04:03	ZC	
100	100	MC	T1:2 T3	0			Number	N1	01:16:04	AP:04	
Miles	mile	NNU2	N3:3+ N3:7	0	01:16:05:01-10:17:02 01:06:13:09:02:07-10:01	AP:05:a AF:20:g	mile	N3:3	01:16:05:01-10:17	AP:05:a	
of	of	IO		0			Grammatical	Z5	04:03	ZC	
it	it	PPH1		0				Z8	04:06	ZF	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
nor	nor	CC		0				Z6	04:04	ZD	
any	any	DD		0	01:16:06-03 01:16:02:01-10:06:01	AP:06 AP:02:a	some/any	N5:1+	01:16:04:01-10	AP:04:a	
Quarries	quarry	NN2	L2	0	03:11:10:10:01 01:01:07:04:03-03	BI:10:g:01 AA:08:a:05	Quarry	M7/I4	01:07:04:11:03	AG:03:h	
of	of	IO		0			Grammatical	Z5	04:03	ZC	
Stone	stone	NN1	O2 B2-	0	01:10:01:04-11:05 01:01:07:04:03	AJ:01 AA:08:a:05	stone	O1:1	01:17:04-09:03	AQ:04	
in	in	II		0			Grammatical	Z5	04:03	ZC	
any	any	DD		0	01:16:06-03 01:16:02:01-10:06:01	AP:06 AP:02:a	some/any	N5:1+	01:16:04:01-10	AP:04:a	
Countries	country	NN2		0	03:02:07:01:01 03:02:07:01:02	AZ:06:a AZ:06:b		M7	03:13:03:02:03:01-01	BK:04:c:01	
about	about	RP	M6	0	04:03	ZC		Z5	01:16:06:02	AP:06	
:	PUNC	YSTP		0				PUNC	NULL	NULL	
Most	most	DAT		0	01:16:04:02:02-07 01:02:01:06-04:03	AP:04:i:02 AB:03	eldest	N5+++	02:02:08-08	AS:10	
Authors	author	NN2		0	03:13:03:04:02 03:13:03:04-03	BK:06:b BK:06	creator	Q4:1/S2mf	01:17:04:01-02	AQ:04:a	
are	be	VBR	Z5	0	01:16:01:04 04:03	AP:01:d ZC	Grammatical	A3+	01:11:01:07	AK:01:g	
silent	silent	JJ	A10-	0	01:09:09:02:02-02:04 01:09:09:02:02-02:01	AI:15:b AI:15:b	silent	X3:2-	01:09:09:02:02-02	AI:15:b	
concerning	concerning	II		0			Grammatical	Z5	04:03	ZC	
the	the	AT		0			Grammatical	Z5	04:03	ZC	
Compilers	compiler	NN2	Q1:2/S2mf Y2	0	03:11:09:04:02:04 03:13:03:04:02	BI:09:c:07 BK:06:b	Builder	Q4:1/S2mf	03:13:03:04:01:03-02:02	BK:06:a:03	
of	of	IO		0			Grammatical	Z5	04:03	ZC	
this	this	DD1		0				Z8	04:03	ZC	
Stupenduous	stupenduous	JJ		0				Z99	01:16:06:03-05:01	AP:06:a	
Work	work	NN1	A1:1:1 Q4	0	03:13:03:04:01	BK:06:a	Work	I3:1	03:11:01	BI:01	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
the	the	AT		0			Grammatical	Z5	04:03	ZC	
best	good	JJT	G2:2+++ O4:2+++	0	02:03:01	AT:01	Good	A5:1+++	03:06:04	BD:04	
of	of	IO		0			Grammatical	Z5	04:03	ZC	
them	they	PPHO2		0			Pronoun	Z8mfn	04:06	ZF	
are	be	VBR	Z5	0	01:16:01:04 04:03	AP:01:d ZC	Grammatical	A3+	01:11:01:07	AK:01:g	
only	only	RR		0	01:16:04:01:01-01 01:16:07:03-03	AP:04:a AP:07:c	Only	A14	01:16:04:01:01	AP:04:a	
uncertain	uncertain	JJ		0	02:01:10:03 02:01:13:08:06	AR:31 AR:48:a	approximate/uncertain	A7-	01:13:03-01:01	AM:03	
Guessers	guesser	NN2		0				Z99	02:01:13:05-05	AR:46:a	
:	PUNC	YSTP		0				PUNC	NULL	NULL	
</P>	XMLCODE	NULL		0				Z99	NULL	04:10	
</P>	XMLCODE	NULL		0				Z99	NULL	04:10	
<P>	XMLCODE	NULL		0				Z99	NULL	04:10	
<HEAD>	XMLCODE	NULL		0				Z99	NULL	04:10	
IGNATII	ignatii	NP1		0				Z99	NULL	04:10	
IONES	ione	VVZ		0				Z99	NULL	04:10	
MAG	mag	NN1		0	03:09:11:08:02-05 01:01:10:06:01-07	BG:11:e:02 AA:10:f	magazine	Q4:2	01:05:18:24:05:01-08	AE:13:o	
:	PUNC	YCOL		0				PUNC	NULL	NULL	
BRIT	brit	NN1		0				Z2/S2mf	04:01:02	ZA02	
:	PUNC	YCOL		0				PUNC	NULL	NULL	
ARCHITECTI	architecti	NP1		0				Z99	NULL	04:10	
GENERALIS	generalis	NP1		0				Z99	NULL	04:10	
VERA	vera	NP1		0				Z1f	04:01:01	ZA01	
EFFGIES	effgies	NP2		0				Z99	NULL	04:10	
</HEAD>	XMLCODE	NULL		0				Z99	NULL	04:10	
</P>	XMLCODE	NULL		0				Z99	NULL	04:10	
<P>	XMLCODE	NULL		0				Z99	NULL	04:10	
THE	the	AT		0			Grammatical	Z5	04:03	ZC	
most	most	RGT		0	01:16:02:01-01 01:16:01:09-10	AP:02:a AP:01:i	almost/nearly	A13:2	01:16:06:03:01-09	AP:06:a:01	
notable	notable	JJ	A11:1+	0	03:04:03-05:04 03:09:02:01-01	BB:03 BG:02	strikingly	A11:2+	03:09:02-03	BG:02	
ANTIQUITY	antiquity	NN1		0	01:02:01:06:04 01:13:08:04-03:03:01	AB:03 AM:08:c		T3+++	01:13:08:04:01-04	AM:08:c:01	
OF	of	IO		0			Grammatical	Z5	04:03	ZC	
GREAT	great	NP1	Z3c	6:2:1	04:01:03	ZA03		Z2	04:01:02	ZA02	
BRITAIN	britain	NP1	Z3c	6:2:2	04:01:03	ZA03		Z2	04:01:02	ZA02	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
vulgarly	vulgarly	RR	S1:2:4-	0	01:15:21:03 01:15:21:05-03:02	AO:22:b AO:22:d	vulgarly	O4:2-	02:02:13:01-02	AS:18	
called	call	VVN		0	03:04:02:01-11 03:09:14:02:02	BB:02:a BG:14:b:02	call	Q2:2	01:09:09:02:04:04-11	AI:15:d:04	
STONE-HENG	stone-heng	NN1		0				Z99	NULL	04:10	
ON	on	II		0			Grammatical	Z5	04:03	ZC	
SALISBURY	salisbury	NP1	Z1mf	0	04:01:01	ZA01		Z2	04:01:02	ZA02	
PLAIN	plain	NN1		0	02:01:12:08-03:04 01:08:01:14:01:03-03:02:03:01	AR:38 AH:01:h:01	plain	W3	01:01:04:04:03-03	AA:03:g	
:	PUNC	YSTP		0				PUNC	NULL	NULL	
</P>	XMLCODE	NULL		0				Z99	NULL	04:10	
<P>	XMLCODE	NULL		0				Z99	NULL	04:10	
RESTORED	restore	VVN	C1 A9-	0	01:03:03-08 01:15:13:01	AC:02 AO:14:a	restore	A2:1+	01:03:03-01	AC:02	
By	by	II		0			Grammatical	Z5	04:03	ZC	
INIGO	inigo	NP1		0				Z99	NULL	04:10	
IONES	ione	VVZ		0				Z99	NULL	04:10	
Esquire	esquire	NN1		0	02:04:13:13-14 02:06:02-11:07:03	AU:29:c AW:01	esquire	S2:2m	03:04:07:01:01-19	BB:07:a:01	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
Architect	architect	NN1	X7+/S2mf T2+/S2mf	0	03:11:09:04:02:04-02 01:11:02-06:03	BI:09:c:07 AK:02	architect	H1/I3:2/S2mf	03:13:03:03:07-02	BK:05:g	
General	general	NN1	B3/H1	0	03:03:15:11:12:02-03 01:04:03-01	BA:14:k:08:b AD:02	general	G3/S7:1+/S2mf	01:16:02:01-02	AP:02:a	Generall
to	to	II		0			Grammatical	Z5	04:03	ZC	
the	the	AT		0			Grammatical	Z5	04:03	ZC	
late	late	JJ	L1- T1:1	0	01:13:08:05-04 03:13:03:02:02-01	AM:08:d BK:04:b	late/well-advanced	T4-	01:13:05-02	AM:05	
KING	king	NN1		0	03:01:06:01:02:01-02:02 01:07:02:21-08:08:01:01	AY:06:a:02:a AG:01:ak	King	S7:1+/S2:2m	03:04:06:13:03:01	BB:06:h:03:a	
:	PUNC	YSTP		0				PUNC	NULL	NULL	
</P>	XMLCODE	NULL		0				Z99	NULL	04:10	
<P>	XMLCODE	NULL		0				Z99	NULL	04:10	
LONDON	london	NP1		0				Z2	04:01:02	ZA02	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
Printed	print	VVN		0	03:09:08:23 03:09:08-01	BG:08:m BG:08	Print	Q1:2	03:09:08	BG:08	
by	by	II		0			Grammatical	Z5	04:03	ZC	
James	james	NP1		0				Z1m	04:01:01	ZA01	Iames
Flesher	flesher	NP1		0				Z99	NULL	04:10	
for	for	IF		0			Grammatical	Z5	04:03	ZC	
Daniel	daniel	NP1		0				Z1m	04:01:01	ZA01	
Pakeman	pakeman	NP1		0				Z99	NULL	04:10	
at	at	II		0			Grammatical	Z5	04:03	ZC	
the	the	AT		0			Grammatical	Z5	04:03	ZC	
sign	sign	NN1	A6:2+ X4:1	0	02:07:04:02:03-01 02:01:14:09:05:06	AX:17 AR:52:b:01	sign	Q1:1	01:01:10:02:02-02:06	AA:10:b	
of	of	IO		0			Grammatical	Z5	04:03	ZC	
the	the	AT		7:2:1			Grammatical	Z3	04:03	ZC	
Rainbow	rainbow	NN1		7:2:2				Z3	04:01:03	ZA03	
in	in	II		0			Grammatical	Z5	04:03	ZC	
Fleetstreet	fleetstreet	NP1		0				Z99	NULL	04:10	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
and	and	CC		0				Z5	04:03	ZC	
Laurence	laurence	NP1		0				Z1m	04:01:01	ZA01	
Chapman	chapman	NP1		0				Z99	NULL	04:10	
next	next	MD		8:2:1	01:12:01:02-07 01:16:01:09-10	AL:01:b AP:01:i	M	M6	03:02:07:02:06:01-02	AZ:06:e:05:a	
door	door	NN1		8:2:2	01:12:01:02-07 01:16:01:09-10	AL:01:b AP:01:i	M	M6	03:02:07:02:06:01-02	AZ:06:e:05:a	
to	to	II		0			Grammatical	Z5	04:03	ZC	
the	the	AT		0			Grammatical	Z5	04:03	ZC	
Fountain	fountain	NN1	N5 A2:2	0	01:01:05:04 01:02:03:23:04:01-03	AA:04:b:02 AB:17:r:04	artificial	H1	01:01:05:05-02	AA:04:b:03	
Tavern	tavern	NN1		0	03:11:10:05-06	BI:10:c		F2/H1c	01:07:02:21:01-02	AG:01:ak:01	
in	in	II	B5-	9:2:1			Grammatical	altogether	04:03	ZC	
the	the	AT	B5-	9:2:2			Grammatical	altogether	04:03	ZC	
Strand	strand	NP1		0				Z2	04:01:02	ZA02	
:	PUNC	YSTP		0				PUNC	NULL	NULL	
1655	1655	MC	T1:2 T3	0			Number	N1	01:16:04	AP:04	
:	PUNC	YSTP		0				PUNC	NULL	NULL	
</P>	XMLCODE	NULL		0				Z99	NULL	04:10	
<P>	XMLCODE	NULL		0				Z99	NULL	04:10	
TO	to	II		0			Grammatical	Z5	04:03	ZC	
The	the	AT		0			Grammatical	Z5	04:03	ZC	
Right	right	JJ	A4:2+ A1:2+	0	01:12:05:12-05:05 02:01:12:08	AL:05:l AR:38	Righteous/just	A5:3+	03:06:03	BD:03	
Honourable	honourable	JJ		0	01:16:06:04 02:02:09:02-05	AP:06:b AS:12:b	Honourable	G2:2+	03:06:04:04:01	BD:04:d:01	
PHILIP	philip	NP1		0				Z1m	04:01:01	ZA01	
Earl	earl	NN1		0	03:01:06:01:02:05-01:02 03:04:03:01-10	AY:06:a:02:d BB:03:a	earl/count	S7:1+/S2:2m	03:01:06:01:02:05-01	AY:06:a:02:d	Earle
of	of	IO		0			Grammatical	Z5	04:03	ZC	
Pembroke	pembroke	NP1		0				Z1mf	04:01:01	ZA01	
and	and	CC		0				Z5	04:03	ZC	
Montgomerie	montgomerie	NP1		0				Z99	NULL	04:10	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
Baron	baron	NNB		0	02:02:08-15:07 02:02:09:05:05:01-03:02	AS:10 AS:13:c	baron	S7:1+/S2:2m	03:01:06:01:02:07-01	AY:06:a:02	
Herbert	herbert	NP1		0				Z1m	04:01:01	ZA01	
of	of	IO		0			Grammatical	Z5	04:03	ZC	
Caerdiff	caerdiff	NP1		0				Z99	NULL	04:10	
and	and	CC		0				Z5	04:03	ZC	
Sherland	sherland	NP1		0				Z99	NULL	04:10	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
Lord	lord	NNB		10:2:1				Z1m	04:01:01	ZA01	
Parr	parr	NP1		10:2:2				Z1m	04:01:01	ZA01	
and	and	CC		0				Z5	04:03	ZC	
Ross	ross	NP1		0				Z1m	04:01:01	ZA01	Rosse
of	of	IO		0			Grammatical	Z5	04:03	ZC	
Kendall	kendall	NP1		0				Z1mf	04:01:01	ZA01	
,	PUNC	YCOM		0				PUNC	NULL	NULL	
Lo	lo	FW		0				Z1	04:01:01	ZA01	
:	PUNC	YCOL		0				PUNC	NULL	NULL	
Fitzhugh	fitzhugh	NP1		0				Z99	NULL	04:10	
Marmyon	marmyon	NP1		0				Z99	NULL	04:10	
and	and	CC		0				Z5	04:03	ZC	
Saint	saint	NP1	Z3c Z1mf	11:2:1	04:01:03 04:01:01	ZA03 ZA01		Z2	04:01:02	ZA02	
Quintin	quintin	NP1	Z3c Z1mf	11:2:2	04:01:03 04:01:01	ZA03 ZA01		Z2	04:01:02	ZA02	
&amp;amp	&amp;amp	FO		0				Z99	NULL	04:10	
;	PUNC	YSCOL		0				PUNC	NULL	NULL	
c	c	ZZ1		0			Grammatical	Z5	04:03	ZC	
:	PUNC	YSTP		0				PUNC	NULL	NULL	
</P>	XMLCODE	NULL		0				Z99	NULL	04:10	
<P>	XMLCODE	NULL		0				Z99	NULL	04:10	
STONE-HENG	stone-heng	NP1		0				Z99	NULL	04:10	
restored	restore	VVD	C1 A9-	0	01:03:03-08 01:15:13:01	AC:02 AO:14:a	restore	A2:1+	01:03:03-01	AC:02	
is	be	VBZ		0	01:16:01:04 04:03	AP:01:d ZC	Grammatical	Z5	01:11:01:07	AK:01:g	
humbly	humbly	RR		0	02:04:20-01 01:12:05:08	AU:40 AL:05:h	Humbly	S1:2:3-	02:04:20	AU:40	
dedicated	dedicate	VVN	A9-	0	01:11:03:04-02:03 03:09:10:07-08	AK:03:d BG:10:f	name/dedicate	Q2:2	02:06:12-30	AW:11	
by	by	II		0			Grammatical	Z5	04:03	ZC	
Your	your	APPGE		0				Z8	04:06	ZF	
LOds	lods	NP2		0				Z99	NULL	04:10	
devoted	devoted	JJ	A9-	0	02:03:04-01 02:07:07-01	AT:14 AX:26	devoted	S7:1-	02:04:13-04	AU:27	
servant	servant	NN1		0	03:04:09:02:01:02 02:04:13:12-01	BB:09:b:01:a AU:29:b	Servant	S7:1-/S2mf	03:04:09:02:01	BB:09:b:01	
John	john	NP1	S9/O1:2	0				Z1m	04:01:01	ZA01	Iohn
Webb	webb	NP1		0				Z1mf	04:01:01	ZA01	
